Sequence Number	Deposit	Latitude	Longitude	MILSREF	MRDSREC	Orange Number
WL 357	Ivanhoe Mine (Ivanhoe-Star Mine; Star 1200 Level)	47.4911	-115.8278	160790470	N/A	119
WL 358	Lewis & Clark Group	47.4922	-115.7053	N/A	N/A	392
WL 359	Iron King	47.4906	-115.9456	N/A	N/A	509
WL 360	Comstock Group (Metals Mining Co.)	47.4906	-115.9258	N/A	N/A	524
WL 361	Snowstorm Apex Mine (Zenith Silver Mines Corp.)	47.4908	-115.7236	N/A	N/A	555
WL 362	Coeur Mine (Rainbow Mine; Mineral Point; Coeur d'Alene Mines)	47.4903	-115.9886	160790040	W026665	251
WL 363	National Lead Mining Co.	47.4903	-115.8347	N/A	N/A	486
WL 364	Cincinnati Prospect	47.4903	-115.7903	160790294	W026817	126
WL 365	Osburn Silver-Lead	47.49	-115.9761	N/A	N/A	533
WL 366	Star Mine (Star Unit Area)	47.49	-115.8261	N/A	N/A	459
WL 367	National Mine (United Copper Property)	47.5031	-115.7483	160790066	W026725	131
WL 368	Copper Plate Prospect	47.4897	-115.7725	160790298	W026818	127
WL 369	Vulcan Mine (Callahan)	47.4894	-115.9722	160790390	W026774	252
WL 370	We Like Mine (Star-Morning Mine Unit; Morning Mine)	47.4894	-115.8236	160790394	W026659	120
WL 371	Rainbow Mine (Silver Rock)	47.4892	-115.9933	160790361	N/A	223
WL 372	You Like Mine (Star-Morning Mine Unit; Morning Mine)	47.4892	-115.8117	160790402	N/A	122
WL 373	Wonder Prospect (Deep Wonder; Mutual Mines Development Co.)	47.4886	-115.8514	160790400	W026779	117
WL 374	Snowshoe Mine	47.4881	-115.74	160790502	W026635	275
WL 375	Sisters Mine (Sierra Silver Lead; Sister Mine)	47.4878	-115.9019	160790254	W026735	243
WL 377	Fanny Gremm (Little Sunshine; Elk)	47.4875	-115.8081	160790309	W026824	137
WL 378	Snowstorm No. 1-2	47.4869	-115.7261	N/A	N/A	448
WL 379	Columbia Copper (Golden Marguerite)	47.4867	-115.7567	N/A	N/A	485
WL 380	Mountain Con Group	47.4864	-115.8789	N/A	N/A	526
WL 381	Sunshine Premier (Elk; Premier Star)	47.4856	-115.8067	160790380	W026677	138
WL 382	Alma Prospect (Patrie; Abot Mining Co.)	47.4856	-115.7683	160790280	W026811	147
WL 383	Argentine Mine (Callahan)	47.485	-115.9761	160790041	W026661	254
WL 384	Youlande Prospect (Yolande)	47.4842	-115.7919	160790403	W026780	140
WL 385	Square Deal Mine (Alice Consolidated; Square)	47.4839	-115.855	160790376	W026736	118
WL 386	Independence Lead Mine (Sunshine Premier)	47.4839	-115.7994	160790330	N/A	139
WL 387	Silver Reef Prospect (Abot Mining Co.; Silver Hunter)	47.4836	-115.7794	160790374	W026768	142
WL 388	West Hunter Group	47.4831	-115.8025	N/A	N/A	553
WL 389	Lucky Boy Prospect (Little Jim; Silver Star Mining Co.)	47.4831	-115.7483	160790504	W026747	279
WL 390	Gold Hunter Mine No. 5 (Hunter Creek Ranch Property)	47.4825	-115.7819	160790063	W026716	143
WL 391	Northwest Mining & Milling Co.	47.4819	-115.9136	N/A	N/A	532
WL 392	West Federal Group (Plymouth No. 1 Group)	47.4819	-115.8503	N/A	N/A	460
WL 393	American Commander Prospect	47.4819	-115.7933	160790282	W026812	141
WL 394	Lottie L. Prospect (Hibernia)	47.4819	-115.7664	160790472	W026808	145
WL 395	Granada Mine	47.4808	-115.8822	160790317	W026717	249
WL 396	Snowstorm Mine (Snowstorm No. 3; Hunter-Snowstorm Lode)	47.4817	-115.7278	160790088	US16010	281
WL 397	Galena Mine (Chicago-Boston; Kill Buck)	47.4797	-115.9628	160790010	W026630	256
WL 398	Mayflower Mine	47.4789	-115.8608	160790341	W026750	132
WL 399	Homestake Prospect (Abot Mining Co.; King)	47.4789	-115.7703	160790324	W026832	146
WL 400	Snowstorm No. 4	47.4792	-115.735	N/A	N/A	447
WL 401	United Lead Zinc Prospect (Alice Consolidated)	47.4783	-115.855	160790387	W026773	134
WL 402	Butte and Coeur d'Alene	47.4772	-115.7525	160790415	N/A	150
WL 403	Tucker Group	47.4764	-115.6714	N/A	N/A	546
WL 405	Hunter Creek Prospect	47.4761	-115.7692	160790327	W026718	148
WL 406	Pandora Prospect (Silver Mountain Lead)	47.4758	-115.7086	160790358	W026760	282
WL 407	Abbatour Claim (Superior Silver Mines, Inc.)	47.4756	-115.9717	160790498	W026660	255
WL 408	Alice Consolidated Mine (Mullan Silver Lead Co.; Alice Silver)	47.4753	-115.8472	160790058	W026724	135
WL 409	Coughlin Prospect	47.4753	-115.7567	160790302	W026819	151
WL 410	Silver Buckle Prospect	47.475	-115.9333	160790500	W026694	259
WL 411	Golconda Mine (Hector Mining Co.)	47.475	-115.8733	160790085	W026715	133
WL 412	Plymouth No. 4 Group (Donovan)	47.475	-115.7794	N/A	N/A	461
WL 413	Caladay Mine (Fausett Shaft)	47.4747	-115.9425	160790245	D004082	373
WL 414	Jupiter	47.4742	-115.8678	N/A	N/A	512
WL 415	Idaho Silver Prospect (Daisy; Fairview; Silver Mountain Lead)	47.4717	-115.7439	160790328	W026720	280
WL 416	Vindicator Silver Lead Prospect (Silver Buckle)	47.4739	-115.7608	160790216	W026739	149
WL 418	Hultner Ranch Prospect (Sundance Mining Co.)	47.4733	-115.8561	160790473	W026672	153
WL 419	Gold Hunter Mine No. 6 (Hunter Ranch Property; Silver Shaft)	47.4728	-115.7861	160790063	D003185	161
WL 420	Sterling Prospect (Columbia and Providence Claims)	47.4725	-115.9744	160790564	W026633	400
WL 421	Lucky Friday Mine (Hecla)	47.4725	-115.7783	160790012	W026639	162
WL 422	Western Silver Lead Prospect	47.4711	-115.875	160790397	W026741	152
WL 423	Mineral Farm Group (Mullan Silver Group)	47.4711	-115.8164	N/A	N/A	525
WL 424	Allied Prospect	47.4711	-115.7953	160790471	W026697	136
WL 425	Morning No. 6 (Star-Morning Mine Unit; Star Mine No. 1 Main Vein)	47.4692	-115.8139	160790474	N/A	160
WL 426	Horse Shoe Mine	47.4675	-115.7814	N/A	N/A	500
WL 427	Wallace Tunnel (Vulcan Extension Prospect)	47.4672	-115.9356	160790391	D004180	258
WL 428	Rock Creek Prospect (Rock Creek Silver-Lead Mining Co.)	47.4661	-115.8569	160790364	W026730	154
WL 429	Atlas Mine (Carney Copper; Boulder Creek Vein; Central Vein; Carbonate Hill)	47.4658	-115.7764	160790418	W026663	163
WL 431	Gem State Mine	47.4644	-115.8464	160790314	W026825	156
WL 432	Silver Range	47.4639	-115.9517	N/A	N/A	543
WL 433	Beacon Light Mine (Silver Cliff Prospect)	47.4611	-115.69	160790238	W026702	283
WL 434	Butcher Mine	47.4636	-115.8281	160790289	D004134	157
WL 435	Mullen Metals Prospect (Mullan Metals)	47.4636	-115.8222	160790351	W026756	158
WL 436	New Road Group	47.4628	-115.7622	N/A	N/A	530
WL 438	Gold Creek Mines Prospect (Moe Property; Troy Group)	47.4603	-115.8211	160790346	W026698	159
WL 439	Princeton-Magna (Magna Mining Co.; Princeton Group)	47.4694	-115.6806	160790506	N/A	285
WL 440	Blue Jay Prospect	47.4589	-115.8567	160790286	W026815	155
WL 441	Midnite Mine (Lookout Group)	47.4572	-115.6925	160790507	W026679	286
WL 442	New York Prospect (Bitter Root Prospect; Lookout)	47.4567	-115.8072	160790350	W026757	292
WL 443	Plymouth No. 3 Group (Lead King; Snowslide Group)	47.455	-115.7536	N/A	N/A	462
WL 444	Banner Mine (Banner-Idaho)	47.4522	-115.7994	160790285	W026746	293
WL 445	Central Prospect (Boulder Creek Mng. & Mllg. Co.; Atlas Mining Company)	47.4514	-115.7953	N/A	N/A	446
WL 446	Little Giant Prospect (Giant Mine; Upper Giant; Lower Giant; Atlas)	47.4514	-115.7797	160790316	N/A	295
WL 451	Silver Crown Group	47.4444	-115.9958	160790495	N/A	239
WL 452	Willow Creek	47.4503	-115.7642	N/A	N/A	507
WL 453	Pioneer Mines, Inc. Prospect	47.4503	-115.97	160790497	W026727	253
WL 455	Hornsilver Mine (Horn Silver; Castle Rock; Smart Aleck)	47.4472	-115.9394	N/A	W026671	422
WL 456	Idaho Copper	47.4464	-115.7686	N/A	N/A	503
WL 459	Argenta Mine	47.4433	-115.7714	N/A	N/A	464
WL 460	Reindeer Queen (Reindeer; Copper Queen)	47.4475	-115.7633	160790087	W026729	297
WL 461	Helvetia	47.4428	-115.9697	N/A	N/A	498
WL 462	Peerless Mine (War Eagle; Day Mines)	47.4419	-115.9514	160790392	W026684	262
WL 463	Smart Aleck	47.4414	-115.9353	N/A	N/A	421
WL 464	Castle Rock Prospect	47.4411	-115.9281	160790183	N/A	289
WL 465	Nonpareil Group	47.4403	-115.7825	N/A	N/A	531
WL 466	Spokane Tunnel	47.4378	-115.9078	N/A	N/A	545
WL 467	Copper Queen (Silver Crest Group; Stephens Peak Prospect)	47.4394	-115.7558	160790300	N/A	299
WL 468	Tilicum Prospect	47.4322	-115.9161	N/A	D004050	290
WL 469	Placer Creek Prospect (Silver Plate; Silver Nest; Horn; Just Right; Mark)	47.4319	-115.8939	160790508	W026728	287
WL 470	Placer Creek	47.4286	-115.8767	N/A	N/A	536
WL 471	Vienna-International Prospect (Vienna; Osakis)			160790574	W026744	291
WL 472	deleted	47.4242	-115.8744	N/A	N/A	398
WL 473	Flojodo Mine	47.4236	-115.8414	160790515	N/A	305
WL 475	Champion Prospect	47.4194	-115.7761	160790142	W026596	308
WL 476	Signal Silver-Gold Group	47.4175	-115.9144	160790513	N/A	303
WL 477	Utah-Idaho Consolidated Uranium Prospect	47.4167	-115.8961	160790514	N/A	304
WL 478	Park Copper Prospect	47.4175	-115.7889	160790141	W026595	309
WL 479	Shoshone Silver Mine	47.4133	-115.7714	160790509	W026732	310
WL 480	Taylor Copper Mine	47.4128	-115.7053	160790187	D004189	324
WL 481	Springfield Prospect	47.4125	-115.805	160790143	W026597	306
WL 482	Iron Spar	47.4069	-115.6953	N/A	N/A	510
WL 483	Comet	47.4108	-115.7594	N/A	N/A	487
WL 484	Wonderful Mine (Wonderful Creek Prospect)	47.4106	-115.7308	160790147	W026599	318
WL 486	Copper Chief	47.4075	-115.7044	160790148	D004127	319
WL 487	Peacock Copper	47.4067	-115.7328	160790145	D004129	317
WL 488	Eagle Prospect	47.4108	-115.7258	160790146	W026598	320
WL 489	Bullion Mine	47.4017	-115.7	160790149	W026600	323
WL 490	Silver Shadow Group	47.3992	-115.7986	160790517	N/A	313
WL 492	Oregon-Idaho Silver-Gold	47.3917	-115.8714	160790516	N/A	312
WL 493	Fourth of July Silver Prospect	47.3836	-115.7444	160790518	W026668	322
WL 497	Pearson Mine (Silica Gold and Copper Prospect; Lucky Swede Mining Company)	47.3767	-115.7428	160790144	N/A	321
WL 498	Horst-Powell	47.3758	-115.7789	N/A	N/A	520
WL 500	Alpina Prospect (Bald Mountain Ledge; Alpena)	47.3744	-115.6103	160790150	W026601	334
WL 501	Alice Prospect	47.3711	-115.6094	160790520	W026743	335
WL 502	North Star Prospect (Old North Star Mine; East Fork)	47.3603	-115.695	160790262	W026745	332
WL 503	Big Elk Mine	47.3575	-115.6333	160790156	W026606	333
WL 504	Richmond Mine (Adair Group)	47.3517	-115.5747	160790160	W026607	339
WL 505	Macedonia	47.3558	-115.9614	160790140	N/A	316
WL 506	Silver Spray Prospect (Enchanted Hill; Silver Lode; Slate Creek Prospect)	47.3408	-115.9078	160790152	W026603	328
WL 507	Monitor Mine (Montana-Idaho)	47.3439	-115.6014	160790158	W026609	338
WL 508	Gold Coin	47.3478	-115.5867	N/A	N/A	496
WL 509	Copper Edge Property (Copper Age Property)	47.3464	-115.5522	160790521	D003813	340
WL 511	Leroy (Le Roy)	47.3425	-115.5994	160790159	N/A	337
WL 512	Silver Spray, Tunnel B (Slate Creek Prospect)	47.3411	-115.9081	160790519	W026696	329
WL 513	Wampum Prospect	47.3411	-115.5786	160790161	W026608	341
WL 514	Sailor Boy Prospect	47.3408	-115.9	160790153	W026604	330
WL 515	Mastodon Prospect (Rochester Group)	47.3425	-115.9694	160790151	W026602	327
WL 516	Hansy Mine (Hansey Mine)	47.3228	-115.5867	160790184	D004137	342
WL 517	Idaho Star Mine	47.3197	-115.5975	N/A	N/A	506
WL 518	Buffalo	47.3097	-115.5303	160790163	D004132	343
WL 519	Franklin Prospect (Stanley Boys Mine; Helmer Silver Mines Co.; Copper Bell)	47.3025	-115.9289	160790154	W000719	331
WL 520	Blue Bird Claim	47.2933	-115.6311	160790169	W026613	350
WL 521	Hopkins Mine	47.2694	-115.8806	N/A	N/A	519
WL 523	Setser Prospect (Nelson Peak Prospect)	47.2711	-115.7144	160790168	W026612	349
WL 524	deleted	47.2653	-115.7567	N/A	N/A	518
WL 526	Ward Prospect (Gold Mountain Prospect)	47.2631	-115.3797	160790173	W026616	355
WL 527	Eagle Creek Area	47.2572	-115.5436	160790432	N/A	353
WL 528	Cougar Prospect (Theriault)	47.2517	-115.9922	160790165	W026610	345
WL 530	Shirley Jean (Wonderful)	47.2467	-115.5731	160790170	D004131	352
WL 531	Alice Prospect	47.2375	-115.6278	160790171	W026614	351
WL 532	Kelley Creek Prospect (Fishhook Mine)	47.2286	-115.8108	160790523	W026807	348
WL 533	Fishhook Creek	47.2269	-115.8417	160790167	W026611	347
WL 535	Eureka Prospect	47.1878	-115.4864	160790175	W026618	361
WL 536	St. Joe Quartz Prospect	47.1906	-115.4953	160790176	W026619	360
WL 537	Bluff Creek	47.1844	-115.7556	160790174	N/A	444
WL 538	Black Bear Claim	47.1883	-115.4892	N/A	N/A	449
WL 540	Bluff Creek Copper Claim (Lintz and Stafford Prospect)	47.1808	-115.4933	160790430	W026617	359
WL 541	Conrad's Crossing Prospect	47.1586	-115.4147	160790177	W026620	363
WL 542	Whitetail Mine	47.1561	-115.4178	160790568	N/A	453
WL 543	Fishhook Peak Prospect (Slide Rock Mountain)	47.14	-115.9564	160790524	W026689	356
WL 544	Golden Valley (Heller Creek)	47.0806	-115.2111	N/A	N/A	497
WL 545	Grizzly Placer	47.0769	-115.1886	N/A	N/A	576
WL 546	Rutherford Placer	47.0697	-115.1836	N/A	N/A	577
WL 547	Kismet Prospect	47.0675	-115.185	160790425	N/A	371
WL 549	Crater Peak Prospect	47.0444	-115.9967	160790525	N/A	365
WL 550	Gold Bug Placer (Brandon Gold Fields)	47.0411	-115.2008	N/A	N/A	477
WL 551	Floodwood Creek Prospect	47.0389	-115.9444	160790178	W026621	367
WL 552	Bear Placer (Wisdom Creek)	47.0381	-115.1025	N/A	N/A	470
WL 553	Medicine Creek Placer	47.0317	-115.1386	N/A	N/A	578
WL 554	Coeur d'Alene Gold Crag Mining Co., Ltd.	47.0308	-115.0803	N/A	N/A	483
WL 555	Crater Lake Pegmatite	47.0297	-115.9767	160790192	N/A	366
WL 556	Monumental Ridge Kyanite Deposit	47.0256	-115.8067	160790013	W027151	368
WL 557	Ruby Prospects	47.0233	-115.3725	160790426	N/A	370
WL 558	Granite Peak Prospects (Tilicum Prospect; GP Group; Elk Prairie Copper Prospect; Abe Group)	47.0161	-115.4469	160790427	N/A	369
WL 559	Bean Creek Placer	47.0028	-115.2825	N/A	N/A	469
WL 560	Riley Group	47.0028	-115.1478	160790526	N/A	394
